Title,View,Date,Thumbs_up,YouTuber,Subscribers,Description,Comment_count,Author,Comment_date,Comment,Comment_likes
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @juanvillegassalamanca8479
            
          ",2024-09-13,"Todo el pueblo Mexicano quiere compensar en Primer lugar con las raises podridas del Poder Judicial,actual.","
    1
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @marcelajdepoblano611
            
          ",2024-09-13,"LOS JUECES son personas muy preparadas y  dedicadas a servir, por que tienen la vocación y formación para ello ayudar al que necesite Justicia sin que les den línea de que deben hacer.    Si lo que dicen que hay algunos corruptos pues que utilicen el camino de la Justicia quíen los acusa que presente pruebas y de manera individual que los juzgen con su debido proceso.  pero sin denuncia todo es un mero chisme y difamación.  Las personas que estudiamos no hacemos caso de ese tipo de calumnias  CREO EN LA INDEPENDENCIA DE PODERES Y QUE NO DEBE RECAER LOS TRES PODERES EN UNA SOLA PERSONA, ASI LO DICE LA CONSTITUCION ART.41","
    4
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @guadalupepaddillavilla6351
            
          ",2024-09-13,Si a la reforma judicial. Estamos con la 4T,"
    1
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @FelipMon-xk3ei
            
          ",2024-09-13,No solo es amlo. Los que votamos por morena también queremos esa reforma... No es contra trabajadores del poder perjudicial. Solo contra jueces y magistrados corruptos,"
    21
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @VeronicaBarrera-l9s
            
          ",2024-10-13,"Si que se depure  a los magistrados, jueces  y se corrija todo lo mal que esta actualmente , que se les de oportunidad a las nuevas generaciones  .","
     
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @JoseCarranza-c1p
            
          ",2024-09-13,Estoy a favor de la Reforma del Poder judicial,"
    4
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @carmenbarrera1129
            
          ",2024-09-13,Muy interesante!!!,"
     
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @HernanCortesGarcia
            
          ",2024-09-13,"Mas que gente preparada y con  estudios de gran nivel en las mejores universidades del mundo, los jueces de la suprema corte, deben tener.. principios, valores, humildad, amor por el pueblo y los mas nesecitados, imparcialidad y disiplina, pero claro,  sobre todo, ser justos y honestos, PERO PARA ELLOS TODO ESTO ES DE OTRO MUNDO , ES DE EXTRATERRESTRES. pues nunca podran dar lo que no tienen","
    17
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @EugeniaMendoza-gw6uo
            
          ",2024-09-13,Creo que el cambio en el poder judicial es bueno ya que el pueblo hace mucho tiempo dejó de creer en el,"
    1
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @69ROdOlfO1
            
          ",2024-09-13,Es necesaria reformar el poder judicial,"
    7
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @marcelajdepoblano611
            
          ",2024-09-13,"EL PUNTO QUE TOCA DE ASESORAR GRATUITAMENTE  YA EXISTE, SON LOS DEFENSORES DE OFICIO SE LE OTORGA UN ABOGADO DEFENSOR GRATUITO A QUÍEN NO TIENE DINERO PARA PAGAR UNO","
    19
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @CARLOSE-n1w
            
          ",2024-09-13,"La justicia más cerca del Pueblo. Ahora hay más democracia Directa o auténtica democracia....lo que toca es impulsar una conciencia sobre el sistema de justicia y eso va desde la escuelas hogares, que sea transversal.","
     
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @adrianagonzalezangeles8517
            
          ",2024-09-13,"Buenos días, por supuesto que está mal, yo no entiendo nada de política .
Así con su explicación es MUY exquisita, gracias   qué Dios nos bendiga","
    4
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @mariasilviacuautle3236
            
          ",2024-09-13,Apoyototal a nuestro querido presidente AMLO AMLO AMLO,"
     
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @FedericoBastida
            
          ",2024-09-13,"Ya entendí no van a trabajar si no hay lana de por medio,como estan acostumbrados,y los dinosaurios no quieren ser desplazados,pero hay mucha razón en el presidente hay que dar paso a la juventud mejor preparada y esta bien mientras menos tiempo duren menos maleados,para erradicar la corrupción.   Bien AMLO","
    12
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @eduardoferreyra2086
            
          ",2024-09-13,"Es clara la captura del Poder Judicial por parte del Gobierno, los colegios de abogados deberían proponer a los candidatos cuya condición sería capacidad y honestidad probada....","
     
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @javiermelenacaceres7373
            
          ",2024-08-13,"Lo que se debe reformar de principio a fin deben ser todos los cargos políticos : desde los presidentes hasta los mínimos cargos del ejecutivo y legislativo (ambas cámaras)a nivel nacional y eliminar el fuero a políticos (tal vez también a todas las fuerzas armadas)para destituir, enjuiciar y sentenciar a cumplir sentencias en prisión y no en arrestos domiciliarios,además no volver a ocupar ningún cargo político . Los riesgos son muy peligrosos para el país : Un narco estado militarizado y facista","
    6
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @noelarturolopezgomez7687
            
          ",2024-09-13,Vamos con la reforma al poder judicial ¡¡¡se logrará !!,"
     
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @anamadbar6357
            
          ",2024-09-13,"Siempre hemos votado por presidentes corruptos que nos hacen pensar que podemos votar por muchos jueces,  magistrados y ministros que no alcanzaremos a conocer, que tendrán que ser parte de un partido político y lo que genere en gastos en votos etc, si hay  opciones a favor de los ciudadanos pero es para engancharnos que es para mejorar, porque no le dedican más tiempo en tomar decisiones, porque tanta rapidez no todos conocemos a detalle el tema del poder judicial pero yo no le daría más poder Claudia para este sexenio,
El poder judicial debe ser independiente, no aceptemos la reforma.","
    17
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @susyvalmith5278
            
          ",2024-11-29,"Buenas tardes Sr no alcancé a escuchar su nombre pero le agradezco q gracias a usted conozco mi estado, usted pudiera hacer un recorrido por la unidad San Juan de Aragón  la casa donde creció era sobre río consulado y tlacos es lo único que recuerdo pues me tragaron a california muy pequeño Sr muchas gracias DLB ️","
     
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @AngelTafolla-mi6hn
            
          ",2024-09-13,"No confundan a la gente, el voto popular para ministros y jueces no es necesario que pertenezcan a algún partido, recuerde que también actualmente tanto ministros y jueces persiguen también intereses tanto de partidos como de la minoría. Con la reforma la misma Scjn será la encargada de convocar a los aspirantes a las candidaturas y en conjunto con el INE como el TEPJF y CJF. No se debe minimizar el acto político de un poder político. La CPEUM indica que somos un país democrático y representativo, con esta negativa de someterse al voto popular ya es todo caso de incostitucionalidad mismo que esta siendo promovido por el mismo poder Judicial cuando a él mismo le compete defender","
    5
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @olyruizruizolvera6286
            
          ",2024-09-13,La Reforma está muy bien  Es muchos millones de pesos  para el poder judicial.,"
    1
  "
"
      🔴 ¿QUÉ ES LA REFORMA AL PODER JUDICIAL?
    ","191,939 views","Jul 25, 2024","5,246",Comunicreando,431K subscribers,"Hoy hablaremos sobre la reforma al Poder Judicial impulsada por el presidente de México, Andrés Manuel López Obrador. Veremos en qué consiste esta reforma y analizaremos los riesgos que podría traer para la separación de poderes y la autonomía del Poder Judicial. 

Estos son lo medios por si quieres donar $ a nuestro proyecto:

Transferencia electrónica: CLABE 646180146000461052 (Te aparece como STP)

Depósito en OXXO: Di que vas a hacer un pago a servicio ALBO Referencia 00461052

Depósito en Seven Eleven, Farmacias del Ahorro y Farmacias Benavides: 
Di que vas a hacer un pagoa de servicio PAYNET a la
cuenta: 000160000461052

Pago desde fuera de México: Usa PAYPAL y deposita a comuicreando@gmail.com

Conviértete en miembro de este canal para disfrutar de ventajas:
   / @comunicreando  

#poderjudicial #reformajudicial #scjn #supremacorte","1,252","
            
              @isabelly.4140
            
          ",2024-09-13,"Deben quitarles los privilegios, los empleos, pero sobre todo los títulos y el derecho a ejercer nuevamente .  

Se han burlado por décadas del pueblo de México y es quien les paga sus excesos.","
    9
  "
